S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
558,21/05/2020,Andaman and Nicobar Islands,33,0,33,0
559,22/05/2020,Andaman and Nicobar Islands,33,0,33,0
560,23/05/2020,Andaman and Nicobar Islands,33,0,33,0
561,24/05/2020,Andaman and Nicobar Islands,33,0,33,0
562,25/05/2020,Andaman and Nicobar Islands,33,0,33,0
563,26/05/2020,Andaman and Nicobar Islands,33,0,33,0
564,27/05/2020,Andaman and Nicobar Islands,33,0,33,0
565,28/05/2020,Andaman and Nicobar Islands,33,0,33,0
566,29/05/2020,Andaman and Nicobar Islands,33,0,33,0
567,30/05/2020,Andaman and Nicobar Islands,33,0,33,0
568,31/05/2020,Andaman and Nicobar Islands,33,0,33,0
569,01/06/2020,Andaman and Nicobar Islands,33,0,33,0
570,02/06/2020,Andaman and Nicobar Islands,33,0,33,0
571,03/06/2020,Andaman and Nicobar Islands,33,0,33,0
572,04/06/2020,Andaman and Nicobar Islands,33,0,33,0
573,05/06/2020,Andaman and Nicobar Islands,33,0,33,0
574,06/06/2020,Andaman and Nicobar Islands,33,0,33,0
575,07/06/2020,Andaman and Nicobar Islands,33,0,33,0
576,08/06/2020,Andaman and Nicobar Islands,33,0,33,0
577,09/06/2020,Andaman and Nicobar Islands,33,0,33,0
578,10/06/2020,Andaman and Nicobar Islands,33,0,33,0
579,11/06/2020,Andaman and Nicobar Islands,34,1,33,0
580,12/06/2020,Andaman and Nicobar Islands,38,5,33,0
581,13/06/2020,Andaman and Nicobar Islands,38,5,33,0
582,14/06/2020,Andaman and Nicobar Islands,38,5,33,0
583,15/06/2020,Andaman and Nicobar Islands,38,5,33,0
584,16/06/2020,Andaman and Nicobar Islands,41,8,33,0
585,17/06/2020,Andaman and Nicobar Islands,44,11,33,0
586,18/06/2020,Andaman and Nicobar Islands,44,11,33,0
587,19/06/2020,Andaman and Nicobar Islands,44,11,33,0
588,20/06/2020,Andaman and Nicobar Islands,45,10,35,0
589,21/06/2020,Andaman and Nicobar Islands,47,11,36,0
590,22/06/2020,Andaman and Nicobar Islands,48,11,37,0
591,23/06/2020,Andaman and Nicobar Islands,48,11,37,0
592,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
593,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
594,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
595,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
596,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
597,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
598,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
599,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
600,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
601,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
602,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
603,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
604,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
605,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
606,08/07/2020,Andaman and Nicobar Islands,147,72,75,0
607,09/07/2020,Andaman and Nicobar Islands,149,72,77,0
608,10/07/2020,Andaman and Nicobar Islands,151,68,83,0
609,11/07/2020,Andaman and Nicobar Islands,156,64,92,0
610,12/07/2020,Andaman and Nicobar Islands,163,70,93,0
611,13/07/2020,Andaman and Nicobar Islands,163,70,93,0
612,14/07/2020,Andaman and Nicobar Islands,166,57,109,0
613,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
614,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
615,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
616,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
617,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
618,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
619,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
620,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
621,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
622,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
623,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
624,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
625,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
626,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
627,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
628,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
629,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
630,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
631,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
632,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
633,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
634,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
635,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
636,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
637,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
638,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
639,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
640,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
641,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
642,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
643,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
644,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
645,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
646,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
647,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
648,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
649,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
650,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
651,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
652,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
653,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
654,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
655,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
656,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
657,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
658,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
659,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
660,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
661,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
662,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
663,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
664,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
665,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
666,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
667,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
668,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
669,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
670,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
671,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
672,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
673,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
674,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
675,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
676,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
677,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
678,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
679,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
680,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
681,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
682,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
683,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
684,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
685,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
686,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
687,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
688,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
689,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
690,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
691,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
692,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
693,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
694,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
695,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
696,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
697,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
698,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
699,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
700,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
701,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
702,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
703,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
704,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
705,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
706,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
707,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
708,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
709,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
710,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
711,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
712,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
713,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
714,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
715,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
716,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
717,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
718,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
719,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
720,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
721,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
722,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
723,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
724,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
725,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
726,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
727,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
728,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
729,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
730,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
731,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
732,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
733,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
734,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
735,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
736,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
737,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
738,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
739,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
740,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
741,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
742,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
743,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
744,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
745,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
746,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
747,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
748,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
749,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
750,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
751,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
752,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
753,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
754,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
755,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
756,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
757,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
758,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
759,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
760,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
761,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
762,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
763,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
764,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
765,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
766,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
767,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
768,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
769,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
770,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
771,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
772,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
773,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
774,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
775,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
776,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
777,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
778,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
779,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
780,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
781,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
782,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
783,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
784,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
785,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
786,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
787,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
788,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
789,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
790,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
791,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
792,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
793,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
794,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
795,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
796,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
797,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
798,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
799,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
800,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
801,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
802,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
803,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
804,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
805,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
806,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
807,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
808,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
809,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
810,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
811,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
812,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
813,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
814,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
815,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
816,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
817,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
818,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
819,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
820,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
821,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
822,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
823,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
824,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
825,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
826,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
827,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
828,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
829,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
830,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
831,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
832,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
833,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
834,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
835,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
836,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
837,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
838,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
